district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Castro Valley Unified School District,Canyon Middle School,"19600 Cull Canyon Rd., Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Castro Valley Adult School w/Alma Pre-School,"4430 Alma Ave, Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Castro Valley Elementary School,"20185 San Miguel Ave., Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Chabot Elementary School,"19104 Lake Chabot Rd, Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Chester W. Morrison Elementary,"19400 Santa Maria Ave., Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Creekside Middle School,"19722 Center Street, Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Independent Elementary School,"21201 Independent School Rd., Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Jensen Ranch Elementary School,"20001 Carson Ln., Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Marshall Elementary School,"20111 Marshall St., Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Palomares Elementary School,"6395 Palo Verde Rd., Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Proctor Elementary School,"17520 Redwood Rd., Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Redwood High School,"18400 Clifton Way, Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Stanton Elementary School,"2644 Somerset Ave., Castro Valley CA94546",NA,NA,NA,exempt,,,,
Castro Valley Unified School District,Vannoy Elementary School,"5100 Vannoy Ave., Castro Valley CA94546",NA,NA,NA,exempt,,,,
