district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Lafayette SD,Burton Valley Elementary,"531 Merriewood Drive., Lafayette, CA",NA,NA,NA,exempt,,Contra Costa County,37.8621939391963,-122.091659605223
Lafayette SD,Happy Valley Elementary,"3855 Happy Valley Rd., Lafayette, CA",NA,NA,NA,exempt,,Contra Costa County,37.9050447811547,-122.141676887398
Lafayette SD,Lafayette Elementary,"950 Moraga Rd., Lafayette, CA",NA,NA,NA,exempt,,Contra Costa County,37.88895045,-122.117624498688
Lafayette SD,Lafayette Elementary,"950 Moraga Rd., Lafayette, CA",NA,NA,NA,exempt,,Contra Costa County,37.88895045,-122.117624498688
Lafayette SD,Springhill Elementary,"3301 Springhill Rd., Lafayette, CA",NA,NA,NA,exempt,,Contra Costa County,37.90752025,-122.101866057094
Lafayette SD,Springhill Elementary,"3301 Springhill Rd., Lafayette, CA",NA,NA,NA,exempt,,Contra Costa County,37.90752025,-122.101866057094
Lafayette SD,Stanley Middle,"3455 School St., Lafayette, CA",NA,NA,NA,exempt,,Contra Costa County,37.887646124786,-122.115649752824
