district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
San Joaquin County Office of Education,one.Charter,2707 Transworld Dr Stockton CA 95206-3948,NA,NA,NA,not tested,Stockton,San Joaquin County,37.906898750694,-121.22875362555
Lodi Unified,Plaza Robles Continuation High,9434 Thornton Road Stockton CA 95209-1263,NA,NA,FALSE,tested,Stockton,San Joaquin County,38.0360090624729,-121.339522500992
Lodi Unified,Podesta Ranch Elementary,9950 Windmill Park Drive Stockton CA 95209-4326,NA,NA,NA,not tested,Stockton,San Joaquin County,38.0448388,-121.324907096652
Stockton Unified,Primary Years Academy,1540 N Lincoln Street Stockton CA 95204-2636,NA,NA,NA,not tested,Stockton,San Joaquin County,37.967066,-121.300836059311
Lodi Unified,Ronald E. McNair High,9550 Ronald East McNair Way Stockton CA 95210-2800,NA,NA,FALSE,tested,Stockton,San Joaquin County,38.0416825,-121.2999666
San Joaquin County Office of Education,San Joaquin Building Futures Academy,3100 Monte Diablo Avenue Stockton CA 95203-1108,NA,NA,NA,not tested,Stockton,San Joaquin County,37.9545612,-121.342491074837
San Joaquin County ROP,San Joaquin County ROCP,2707 Transworld Stockton CA 95206-9030,NA,NA,NA,not tested,Stockton,San Joaquin County,37.906898750694,-121.22875362555
San Joaquin County Office of Education,San Joaquin County Special Education,2707 Transworld Dr. Stockton CA 95206-3948,NA,NA,NA,not tested,Stockton,San Joaquin County,37.906898750694,-121.22875362555
Stockton Unified,Stockton Collegiate International Elementary,321 East Weber Avenue Stockton CA 95202-2707,NA,NA,NA,not tested,Stockton,San Joaquin County,37.95456945,-121.286867206203
Lodi Unified,Sutherland Elementary,550 Spring River Circle Stockton CA 95210-4479,NA,NA,FALSE,tested,Stockton,San Joaquin County,38.0343438,-121.306205656746
Stockton Unified,TEAM Charter,600 East Main Street Stockton CA 95202-3029,NA,NA,NA,not tested,Stockton,San Joaquin County,37.953748,-121.283094
Lincoln Unified,Tully C. Knoles,6511 Clarksburg Place Stockton CA 95207-3222,NA,NA,NA,not tested,Stockton,San Joaquin County,38.00280981954,-121.344412772266
Lincoln Unified,Village Oaks High School,1900 West Swain Stockton CA 95207-3439,NA,NA,NA,not tested,Stockton,San Joaquin County,38.0007296702058,-121.333614188091
Lodi Unified,Wagner-Holt Elementary,8778 Brattle Place Stockton CA 95209-4850,NA,NA,FALSE,tested,Stockton,San Joaquin County,38.02930495,-121.352830709892
Lodi Unified,Westwood Elementary,9444 Caywood Drive Stockton CA 95210-1500,NA,NA,FALSE,tested,Stockton,San Joaquin County,38.0354021632653,-121.290141244898
