district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
San Luis Coastal Unified,Bishop's Peak Elementary,451 Jaycee Drive San Luis Obispo CA 93405-1245,NA,NA,NA,not tested,San Luis Obispo,San Luis Obispo County,35.29709775,-120.68569548204
San Luis Coastal Unified,Hawthorne Elementary,2125 Story Street San Luis Obispo CA 93401-5232,NA,NA,NA,not tested,San Luis Obispo,San Luis Obispo County,35.2703166,-120.6589758
San Luis Coastal Unified,Pacheco Elementary,261 Cuesta Drive San Luis Obispo CA 93405-1184,NA,NA,NA,not tested,San Luis Obispo,San Luis Obispo County,35.2962466,-120.675065608807
San Luis Coastal Unified,PEEP - de'Groot - Prepare,1500 Lizzie St. San Luis Obispo CA 93401-3062,NA,NA,NA,not tested,San Luis Obispo,San Luis Obispo County,35.2798667,-120.6490713
San Luis Coastal Unified,Sinsheimer Elementary,2755 Augusta Street San Luis Obispo CA 93401-5307,NA,NA,NA,not tested,San Luis Obispo,San Luis Obispo County,35.2679673,-120.6435211
San Luis Coastal Unified,Smith (C. L.) Elementary,1375 Balboa Street San Luis Obispo CA 93405-4935,NA,NA,NA,not tested,San Luis Obispo,San Luis Obispo County,35.26136725,-120.6895472388
San Luis Coastal Unified,Teach Elementary,165 Grand Avenue San Luis Obispo CA 93405-1245,NA,NA,NA,not tested,San Luis Obispo,San Luis Obispo County,35.2952364,-120.6534884
