district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Sanger Unified,Sanger High,1045 Bethel Ave Sanger CA 93657-2985,NA,NA,NA,not tested,Sanger,Fresno County,36.70125325,-119.57777875281
Fresno Unified,Susan B. Anthony Elementary,1542 East Webster Street Fresno CA 93728-3701,NA,NA,FALSE,tested,Sanger,Fresno County,36.7049319,-119.5665926
